1	11	0	0	0	0	0	0	0	0	0	0	
2	11	0	0	0	0	0	0	0	0	0	0	
3	11	0	0	0	0	0	0	0	0	0	0	
4	11	0	0	0	0	0	0	0	0	0	0	
5	11	0	0	0	0	0	0	0	0	0	0	
6	11	0	0	0	0	0	0	0	0	0	0	
7	11	26	0	0	0	0	0	0	0	0	0	
8	11	0	0	0	0	0	0	0	0	0	0	
9	11	0	0	0	0	0	0	0	0	0	0	
10	11	0	0	0	0	0	0	0	0	0	0	
11	11	0	0	0	0	0	0	0	0	0	0	
12	11	0	0	0	0	0	0	0	0	0	0	
13	11	0	0	0	0	0	0	0	0	0	0	
14	11	0	0	0	0	0	0	0	0	0	0	
15	11	0	0	0	0	0	0	0	0	0	0	
16	11	0	0	0	0	0	0	0	0	0	0	
17	7	11	0	0	0	0	0	0	0	0	0	
18	7	11	0	0	0	0	0	0	0	0	0	
19	2	3	7	11	0	0	0	0	0	0	0	
20	2	3	11	26	0	0	0	0	0	0	0	
21	11	0	0	0	0	0	0	0	0	0	0	
22	11	0	0	0	0	0	0	0	0	0	0	
23	11	0	0	0	0	0	0	0	0	0	0	
24	11	0	0	0	0	0	0	0	0	0	0	
25	6	11	0	0	0	0	0	0	0	0	0	
26	11	0	0	0	0	0	0	0	0	0	0	
27	11	0	0	0	0	0	0	0	0	0	0	
28	11	0	0	0	0	0	0	0	0	0	0	
29	7	11	0	0	0	0	0	0	0	0	0	
30	7	11	0	0	0	0	0	0	0	0	0	
31	11	26	0	0	0	0	0	0	0	0	0	
32	7	11	0	0	0	0	0	0	0	0	0	
33	11	0	0	0	0	0	0	0	0	0	0	
34	2	6	7	11	26	0	0	0	0	0	0	
35	11	0	0	0	0	0	0	0	0	0	0	
36	11	0	0	0	0	0	0	0	0	0	0	
37	2	3	11	26	0	0	0	0	0	0	0	
38	11	26	0	0	0	0	0	0	0	0	0	
39	11	0	0	0	0	0	0	0	0	0	0	
40	11	0	0	0	0	0	0	0	0	0	0	
41	2	3	6	7	11	26	0	0	0	0	0	
42	2	3	4	5	7	11	26	0	0	0	0	
43	11	0	0	0	0	0	0	0	0	0	0	
44	11	0	0	0	0	0	0	0	0	0	0	
45	11	0	0	0	0	0	0	0	0	0	0	
46	11	0	0	0	0	0	0	0	0	0	0	
47	11	0	0	0	0	0	0	0	0	0	0	
